comment,Comment to English,Emoji to text,prediction,max_sentiment_label,max_sentiment_value
কি আজব দেশ। সারা বিশ্বে মেট্রোরেল আছে কিন্তু টয়লেট ব্যবহারে তো কোথাও টাকা এবং টিকেট লাগে না। তাহলে বাংলাদেশে কেন?,What a strange country. There is metrorail all over the world but use the toilet does not require money and tickets anywhere. So why in Bangladesh?,What a strange country. There is metrorail all over the world but use the toilet does not require money and tickets anywhere. So why in Bangladesh?,"{'neg': 0.053, 'neu': 0.947, 'pos': 0.0, 'compound': -0.1027}",neu,0.947
কি নিউজ করেন? মেট্রোরেলে হিন্দি ভাষা কেনো সেটা নিয়ে নিউজ করেন না কেনো?,What do you do? Why not do the news about Hindi language in the Metrorail?,What do you do? Why not do the news about Hindi language in the Metrorail?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
কিছু খারাপ মানুষ দের কারনে সরকারের বদনাম করছে তাদেরকে আইনের আওতায় আনা হোক,Some bad people are defaming the government because of the government to bring them under the law,Some bad people are defaming the government because of the government to bring them under the law,"{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.5423}",neu,0.821
কিছু লোক আছে তারা সুবিধা ভোগ করবে ও উন্নয়ন দেখেও না দেখার ভান করবে।,There are some people they will enjoy the benefits and pretend not to see development.,There are some people they will enjoy the benefits and pretend not to see development.,"{'neg': 0.073, 'neu': 0.625, 'pos': 0.302, 'compound': 0.6597}",compound,0.6597
কিছু সংখ্যক বাংলাদেশী শুধুই রাজনৈতিক প্রতিহিংসার কারণে ট্রল করে চলছে দেশের অগ্রগতি নিয়ে কিন্তু দিনশেষে ওরাও সুবিধা ভোগ করছে জীবনযাপন।,"Some Bangladeshis are only trolling the progress of the country due to political vendeting, but at the end of the day they are enjoying life.","Some Bangladeshis are only trolling the progress of the country due to political vendeting, but at the end of the day they are enjoying life.","{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.7579}",neu,0.78
কিছুক্ষণ এর জন্য মনে হলো দুবাই শহরে আছি। অনেক সুন্দর।  শুধু দুবাই এর মত অত্যাধুনিক কার্ডগুলা সিস্টেম নাই।,For a while it seemed like I was in Dubai. Very nice There is not just the sophisticated cards like Dubai.,For a while it seemed like I was in Dubai. Very nice There is not just the sophisticated cards like Dubai.,"{'neg': 0.104, 'neu': 0.607, 'pos': 0.289, 'compound': 0.6333}",compound,0.6333
কিন্তু এর নির্মাণ ব্যয় অত্যাধিক।,But its construction cost is high.,But its construction cost is high.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
কিহ😮,What is😮,What isface with open mouth,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
কে কে একমত!,Who agrees!,Who agrees!,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.2714}",pos,0.677
কেরানীগঞ্জ কদমতলী থেকে বাবুবাজার নয়াবাজার হয়ে গুলিস্তান মেট্রোরেল চাই,Gulistan Metrorail wants from Keraniganj Kadamtali to Babubazar Nayabazar,Gulistan Metrorail wants from Keraniganj Kadamtali to Babubazar Nayabazar,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
কোন তারিখ থেকে শুরু কিছুই বললেন না।😝😝😝😝😝😝😝,Nothing started from any date.,Nothing started from any date.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
কোন দিন কেউ কল্পনা করেনি এই দেশে মেট্রো রেল হবে,No one has ever imagined that the metro rail in this country will be,No one has ever imagined that the metro rail in this country will be,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}",neu,0.855
কোন নেতা বা চাঁদাবাজ এটা শুরু করছে,No leader or extortionist is starting it,No leader or extortionist is starting it,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}",neu,0.732
কোন বিষয়কে ছোটখাটো ভাবে দেখবেন না হালকা মনে করে এড়িয়ে যাবেন পরবর্তীতে এটা বিশাল আকারে ধারণ করবে তাই কর্তৃপক্ষের নিকট জানাই আইনগত ব্যবস্থা নেওয়া দরকার এ ধরনের চক্রের বিরুদ্ধে ।,"Do not look in a small way in a small way, and you will avoid it, then it will be held in a large scale, so legal action needs to be taken against such a cycle.","Do not look in a small way in a small way, and you will avoid it, then it will be held in a large scale, so legal action needs to be taken against such a cycle.","{'neg': 0.058, 'neu': 0.89, 'pos': 0.052, 'compound': -0.0538}",neu,0.89
কোন সিন্ডিকেট যদি ক্ষমতা ব্যবহার করে টাকা আদায় করে তাহলে এদের আইনের আওতায় আনা উচিত। আর মেট্রোরেল কর্তৃপক্ষ যদি চেয়ার টেবিলে এভাবে লোক বসিয়ে আলাদা ভাবে টয়লেটের জন্য টাকা আদায় করে তাহলে বিষয়টি দৃষ্টিকটু এবং মেট্রোরেলের সাথে মানানসই না।  প্রয়োজনে মূল টিকেটের সাথে সার্ভিস চার্জ রাখতে পারতো।,"If a syndicate earns money using power, they should be covered under the law. And if the Metrorail authorities set the money for the toilet in the chair, then the matter is not fit to the point of view and the Metrorail. Could keep the service charge with the original ticket if needed.","If a syndicate earns money using power, they should be covered under the law. And if the Metrorail authorities set the money for the toilet in the chair, then the matter is not fit to the point of view and the Metrorail. Could keep the service charge with the original ticket if needed.","{'neg': 0.038, 'neu': 0.901, 'pos': 0.061, 'compound': 0.0747}",neu,0.901
কোলকাতাবাসি বন্ধুদের  স্বাগতম,Kolkata Welcome to friends,Kolkata Welcome to friends,"{'neg': 0.0, 'neu': 0.247, 'pos': 0.753, 'compound': 0.7269}",pos,0.753
ক্ষমতার পরিবর্তন হলে এই কাজ গুলো বন্ধ হয়ে যাবে।,"If power changes, these work will stop.","If power changes, these work will stop.","{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}",neu,0.732
খাগড়াছড়ি,Razor,Razor,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
খালেদার জ্বলে,Bastard,Bastard,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5423}",neg,1.0
খুব দ্রুত ফার্মগেট চাই অপেক্ষায় রয়েছি❤️,Farmgate is waiting very fast,Farmgate is waiting very fast,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
খুব ভালো লাগল । জার্মানী  থেকে অনেক শুভ কামনা ও ধন্যবাদ সুন্দর ভিডিওটির জন্য 💞,It's nice Many good wishes from Germany and thanks for the beautiful video,It's nice Many good wishes from Germany and thanks for the beautiful video,"{'neg': 0.0, 'neu': 0.362, 'pos': 0.638, 'compound': 0.9201}",compound,0.9201
খুব ভালো লাগলো ।,It was nice,It was nice,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215}",pos,0.583
খুব ভালো লাগলো দুই উপস্থাপকের উপস্থাপনা,The presentation of the two presenters,The presentation of the two presenters,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
খুব ভালো লাগলো ভাই 🥰,Very nice brother 🥰,Very nice brother smiling face with hearts,"{'neg': 0.0, 'neu': 0.273, 'pos': 0.727, 'compound': 0.8923}",compound,0.8923
খুব ভালো হয়েছে ভিডিওটা।❣️,The video was very good.,The video was very good.,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4927}",neu,0.556
খুব শীঘ্রই Subway station চালু হবে বাংলাদেশে এবং কভারেজ দেবে দেশের বড় বড় শহগুলোতে ✌️💖,Soon the subway station will be launched in Bangladesh and coverage will be given in the country's largest city.,Soon the subway station will be launched in Bangladesh and coverage will be given in the country's largest city.,"{'neg': 0.0, 'neu': 0.923, 'pos': 0.077, 'compound': 0.128}",neu,0.923
খুব সুন্দর,Very nice,Very nice,"{'neg': 0.0, 'neu': 0.244, 'pos': 0.756, 'compound': 0.4754}",pos,0.756
খুব সুন্দর লাগলো দারুণ ওপসথাপনা ভাইয়া,Very nice to have great Opsatapana brother,Very nice to have great Opsatapana brother,"{'neg': 0.0, 'neu': 0.41, 'pos': 0.59, 'compound': 0.8016}",compound,0.8016
খুবই চমৎকার ভিডিও মতিঝিল থেকে কমলাপুর এর রোড টা ধীরে ধীরে দৃশ্যমান হচ্ছে।,Very nice video from Motijheel to Kamalapur Road is slowly visible.,Very nice video from Motijheel to Kamalapur Road is slowly visible.,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.4754}",neu,0.764
খুবই ভালো লাগলো। ধন্যবাদ।,It was great Thanks,It was great Thanks,"{'neg': 0.0, 'neu': 0.222, 'pos': 0.778, 'compound': 0.7906}",compound,0.7906
গত কাল আমি ১৫ মিনিট লেটে আসা মেট্রোতে উঠছি,Last time I was getting up in the metro for 5 minutes,Last time I was getting up in the metro for 5 minutes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
